"OtoNum","Fish_id","natal_iso","natal_isose","natal_start","natal_end","Date","DOY","Year","Watershed","OriginalDate","Lower","Middle","Upper","genetic_group"
80,"2015_yk_080",0.724144995180831,0.000802290640331191,828.75930668676,1014.98259616561,"2015-06-07",158,2015,"Yukon","2015-06-07",NA,NA,NA,NA
82,"2015_yk_082",0.710721652915668,0.00083073776075747,457.860144889866,681.92578417943,"2015-06-07",158,2015,"Yukon","2015-06-07",0,0.2819,0.7181,"Upper"
84,"2015_yk_084",0.716557601842655,0.000798584624799515,784.562586585246,923.053556043358,"2015-06-07",158,2015,"Yukon","2015-06-07",0,0.3868,0.6132,"Upper"
91,"2015_yk_091",0.709995116620487,0.000757344321815921,488.620782280018,690.050736617953,"2015-06-08",159,2015,"Yukon","2015-06-08",3e-04,0.6357,0.364,"Middle"
92,"2015_yk_092",0.709197089750324,0.00182397901289684,367.182647496164,559.621630769425,"2015-06-08",159,2015,"Yukon","2015-06-08",0,0.9637,0.0363,"Middle"
97,"2015_yk_097",0.708269911574178,0.000545854442684568,460.605952705878,528.200166522582,"2015-06-08",159,2015,"Yukon","2015-06-08",1,0,0,"Lower"
98,"2015_yk_098",0.715510331208338,0.00129037001777229,409.529332546062,634.782510984171,"2015-06-08",159,2015,"Yukon","2015-06-08",0,1e-04,0.9999,"Upper"
99,"2015_yk_099",0.72473512833075,0.000777191690928227,358.073798785979,518.107975287808,"2015-06-08",159,2015,"Yukon","2015-06-08",0,1,0,"Middle"
100,"2015_yk_100",0.716082427555168,0.00087545631059631,409.023295665708,536.081084570342,"2015-06-08",159,2015,"Yukon","2015-06-08",0.8405,0.1595,0,"Lower"
101,"2015_yk_101",0.71077664701926,0.000923587784116522,428.811803021269,656.519625330264,"2015-06-07",158,2015,"Yukon","2015-06-07",0,0.0018,0.9982,"Upper"
102,"2015_yk_102a",0.711087593282867,0.00103435617346007,296.276969605782,485.175393381569,"2015-06-08",159,2015,"Yukon","2015-06-08",NA,NA,NA,NA
102,"2015_yk_102b",0.711366397361594,0.00097267981108651,317.109521585573,418.377077350927,"2015-06-08",159,2015,"Yukon","2015-06-08",NA,NA,NA,NA
109,"2015_yk_109",0.72027831081261,0.00114909102024475,469.860688545052,540.200273662939,"2015-06-08",159,2015,"Yukon","2015-06-08",0,2e-04,0.9998,"Upper"
111,"2015_yk_111",0.716671167187941,0.00131520478329367,428.092883612843,483.755856978201,"2015-06-09",160,2015,"Yukon","2015-06-09",0.0015,0.2494,0.7491,"Upper"
113,"2015_yk_113",0.723317994545258,0.00101787366422349,609.540846425074,734.519076765051,"2015-06-11",162,2015,"Yukon","2015-06-11",0.0064,0.9936,0,"Middle"
114,"2015_yk_114",0.722596189982477,0.0010663470753327,596.416111552003,727.99886894416,"2015-06-11",162,2015,"Yukon","2015-06-11",6e-04,0.9994,0,"Middle"
116,"2015_yk_116",0.71684326373056,0.00111992933522484,665.351564670157,744.074828748783,"2015-06-11",162,2015,"Yukon","2015-06-11",1e-04,0.0305,0.9693,"Upper"
117,"2015_yk_117",0.716516788963068,0.000866579949873226,496.737652909385,643.317321495113,"2015-06-11",162,2015,"Yukon","2015-06-11",0,0,1,"Upper"
119,"2015_yk_119",0.719145701457494,0.00084352693653016,492.444350538361,535.110901072543,"2015-06-11",162,2015,"Yukon","2015-06-11",0,7e-04,0.9993,"Upper"
124,"2015_yk_124",0.705023979496134,0.000632700055451071,482.435580657627,582.411296519811,"2015-06-11",162,2015,"Yukon","2015-06-11",0.9974,0.0026,0,"Lower"
128,"2015_yk_128",0.722562868070951,0.000600804918846539,589.916402035906,741.758825433286,"2015-06-11",162,2015,"Yukon","2015-06-11",0,1,0,"Middle"
129,"2015_yk_129",0.712050184937521,0.000880666460381717,515.63295834896,660.860501985712,"2015-06-11",162,2015,"Yukon","2015-06-11",0.0152,0.8316,0.1532,"Middle"
137,"2015_yk_137",0.713547613683935,0.00084875846864157,538.101617269185,600.23087006714,"2015-06-13",164,2015,"Yukon","2015-06-13",0,0,1,"Upper"
139,"2015_yk_139",0.721423112522696,0.00100601509154167,375.9016777036,438.408331252255,"2015-06-13",164,2015,"Yukon","2015-06-13",0,0.0028,0.9972,"Upper"
144,"2015_yk_144",0.722727992595616,0.000758719672500588,488.568507073977,659.984406715521,"2015-06-14",165,2015,"Yukon","2015-06-14",0,1,0,"Middle"
148,"2015_yk_148",0.714839172346859,0.00113781348854193,458.000088813128,618.838553875932,"2015-06-14",165,2015,"Yukon","2015-06-14",0,0,1,"Upper"
149,"2015_yk_149",0.718553096244677,0.000835279051673775,781.099516511773,889.21888434593,"2015-06-14",165,2015,"Yukon","2015-06-14",0,0,1,"Upper"
151,"2015_yk_151",0.725532620161563,0.000873128032875331,472.36463645968,603.150168509691,"2015-06-14",165,2015,"Yukon","2015-06-14",0,0.0032,0.9967,"Upper"
152,"2015_yk_152",0.710843445151515,0.00135265907276825,588.383475247238,732.355085068022,"2015-06-14",165,2015,"Yukon","2015-06-14",0,1e-04,0.9999,"Upper"
159,"2015_yk_159",0.712219961409163,0.000993481301449769,545.83746168023,699.524398198696,"2015-06-15",166,2015,"Yukon","2015-06-15",0.0256,0.9159,0.0586,"Middle"
161,"2015_yk_161",0.70727825373055,0.000726078509612397,403.913864266343,482.580065997115,"2015-06-15",166,2015,"Yukon","2015-06-15",NA,NA,NA,NA
165,"2015_yk_165",0.712636319982632,0.000658072296516899,486.055552099614,691.69969886261,"2015-06-15",166,2015,"Yukon","2015-06-15",0.9906,0.0094,0,"Lower"
166,"2015_yk_166",0.715171168384837,0.00194352157002242,549.315123228359,624.937200095617,"2015-06-15",166,2015,"Yukon","2015-06-15",0.9388,0.0014,0.0598,"Lower"
171,"2015_yk_171",0.709742122848254,0.000974451890659111,303.179067999706,580.1985660969,"2015-06-16",167,2015,"Yukon","2015-06-16",0.8867,0.01,0.1033,"Lower"
174,"2015_yk_174",0.719233522835031,0.00108176146869293,418.20151105607,609.065780582756,"2015-06-16",167,2015,"Yukon","2015-06-16",3e-04,0.9997,0,"Middle"
175,"2015_yk_175",0.722263422741401,0.00110114588969714,599.642334858385,762.337752990329,"2015-06-16",167,2015,"Yukon","2015-06-16",0.0085,0.9843,0.0072,"Middle"
178,"2015_yk_178",0.721702524741718,0.000734296995684422,610.36894895629,736.058037446487,"2015-06-17",168,2015,"Yukon","2015-06-17",0,0,1,"Upper"
179,"2015_yk_179",0.716665398033756,0.000836325437404167,771.283699471819,874.817062366389,"2015-06-17",168,2015,"Yukon","2015-06-17",0.0104,0.9895,0,"Middle"
180,"2015_yk_180",0.707457439735257,0.000384653828085406,682.90401284675,856.889905568788,"2015-06-17",168,2015,"Yukon","2015-06-17",0.0277,0.9638,0.0085,"Middle"
193,"2015_yk_193",0.707073487060177,0.000617448765165242,560.424352526144,754.385083753728,"2015-06-17",168,2015,"Yukon","2015-06-17",0.9993,7e-04,0,"Lower"
199,"2015_yk_199",0.71292576411549,0.000897919849576304,344.959152905683,591.52424997523,"2015-06-18",169,2015,"Yukon","2015-06-18",0,0,1,"Upper"
200,"2015_yk_200",0.712075925770413,0.000831999776156791,565.802627218756,678.528132114251,"2015-06-18",169,2015,"Yukon","2015-06-18",0.2048,0.7952,0,"Middle"
205,"2015_yk_205",0.716245959593961,0.001044977292641,504.459146992621,676.694986709202,"2015-06-09",160,2015,"Yukon","2015-06-09",0,0,1,"Upper"
214,"2015_yk_214",0.722649844626339,0.000811991995227103,644.315051624797,766.542066392693,"2015-06-10",161,2015,"Yukon","2015-06-10",0,1,0,"Middle"
215,"2015_yk_215",0.715772419133155,0.00143369777798131,623.278521853267,767.408177457048,"2015-06-10",161,2015,"Yukon","2015-06-10",0,0.396,0.604,"Upper"
219,"2015_yk_219",0.725645851190953,0.00128270620706213,468.526845861541,606.563047554209,"2015-06-10",161,2015,"Yukon","2015-06-10",0,0.0012,0.9988,"Upper"
220,"2015_yk_220",0.714261552586245,0.00128943589839092,522.899866267532,577.256338958724,"2015-06-10",161,2015,"Yukon","2015-06-10",0,0,1,"Upper"
221,"2015_yk_221_2",0.721550494800734,0.000715626696600119,488.246442689139,638.477800974959,"2015-06-11",162,2015,"Yukon","2015-06-11",0,0.0036,0.9964,"Upper"
222,"2015_yk_222",0.720085133325265,0.00102858299359444,536.997502452373,592.028326081576,"2015-06-11",162,2015,"Yukon","2015-06-11",0,1e-04,0.9999,"Upper"
223,"2015_yk_223",0.712606813805832,0.00130087496614382,458.92871289439,565.50984636432,"2015-06-11",162,2015,"Yukon","2015-06-11",0.0025,0.9975,0,"Middle"
225,"2015_yk_225",0.708784490281937,0.000791228678662233,513.412581658515,679.661850829747,"2015-06-11",162,2015,"Yukon","2015-06-11",0.0016,0.9984,0,"Middle"
226,"2015_yk_226",0.709432538473609,0.00134885181027717,572.225441337459,684.219928131122,"2015-06-11",162,2015,"Yukon","2015-06-11",0,0.9997,3e-04,"Middle"
233,"2015_yk_233",0.713812935594919,0.00120570189540711,732.006307079865,889.369050656328,"2015-06-11",162,2015,"Yukon","2015-06-11",0,0,1,"Upper"
234,"2015_yk_234",0.706704149195986,0.000895456664074751,606.112022724615,777.162254685033,"2015-06-11",162,2015,"Yukon","2015-06-11",0,0,1,"Upper"
239,"2015_yk_239",0.718230989921874,0.000795911335476515,280.833397105081,313.081226760194,"2015-06-12",163,2015,"Yukon","2015-06-12",1e-04,0.9999,0,"Middle"
240,"2015_yk_240",0.715978540114379,0.00117416301199274,630.149933286745,737.839608060596,"2015-06-12",163,2015,"Yukon","2015-06-12",0,1,0,"Middle"
242,"2015_yk_242",0.706414072015242,0.00147271839488905,416.855748554879,691.712254162884,"2015-06-12",163,2015,"Yukon","2015-06-12",0,0,1,"Upper"
243,"2015_yk_243",0.720765045588841,0.0011967113311029,553.295228531554,630.737283714071,"2015-06-12",163,2015,"Yukon","2015-06-12",0,1,0,"Middle"
244,"2015_yk_244",0.719212989844719,0.00109376262012762,481.735629974121,609.264968050635,"2015-06-12",163,2015,"Yukon","2015-06-12",0,1e-04,0.9999,"Upper"
258,"2015_yk_258",0.70719528413519,0.000673939060677521,760.566585345947,922.448347385563,"2015-06-13",164,2015,"Yukon","2015-06-13",0.9807,0.0193,0,"Lower"
259,"2015_yk_259",0.724683956086648,0.00103178136700679,488.301355961305,638.276701785961,"2015-06-13",164,2015,"Yukon","2015-06-13",0.0179,0.9821,0,"Middle"
261,"2015_yk_261",0.708779995485969,0.00109908371864744,583.484081755339,781.267745386297,"2015-06-13",164,2015,"Yukon","2015-06-13",0.0247,0.9752,1e-04,"Middle"
272,"2015_yk_272",0.712944131942657,0.0011861518988285,570.973180040946,710.123600329265,"2015-06-23",174,2015,"Yukon","2015-06-23",0,0.0024,0.9976,"Upper"
275,"2015_yk_275a",0.707320455448153,0.000596479377940659,498.151210033084,603.555869507368,"2015-06-25",176,2015,"Yukon","2015-06-25",0.9999,1e-04,0,"Lower"
302,"2015_yk_302",0.712938118454499,0.00159300536442631,451.444764056342,587.897958703731,"2015-06-18",169,2015,"Yukon","2015-06-18",0,0,1,"Upper"
306,"2015_yk_306",0.714925826880849,0.00135488528759892,517.923203876426,635.618470802556,"2015-06-18",169,2015,"Yukon","2015-06-18",0,0,1,"Upper"
311,"2015_yk_311",0.709219384093476,0.00167632795484073,632.834649702811,751.980397874143,"2015-06-18",169,2015,"Yukon","2015-06-18",0.1015,0.8985,0,"Middle"
314,"2015_yk_314",0.721757950209794,0.0005874472757733,535.192252787658,630.581824560947,"2015-06-18",169,2015,"Yukon","2015-06-18",0,1,0,"Middle"
316,"2015_yk_316",0.716207596771908,0.000946907103500982,685.800211428584,764.825273656379,"2015-06-18",169,2015,"Yukon","2015-06-18",0,0,1,"Upper"
325,"2015_yk_325",0.711348670982854,0.000718514386900632,611.416084681004,703.532653244499,"2015-06-19",170,2015,"Yukon","2015-06-19",0,5e-04,0.9995,"Upper"
326,"2015_yk_326",0.706515388015137,0.00051877617144589,738.106010520823,831.282390300895,"2015-06-19",170,2015,"Yukon","2015-06-19",0.9998,2e-04,0,"Lower"
327,"2015_yk_327",0.718632312594402,0.000632297266104756,476.520774254921,606.006495929451,"2015-06-19",170,2015,"Yukon","2015-06-19",NA,NA,NA,NA
331,"2015_yk_331",0.707879630091551,0.000455249486899503,501.893452925459,695.767243665971,"2015-06-19",170,2015,"Yukon","2015-06-19",0.993,0.007,0,"Lower"
332,"2015_yk_332",0.711672011644236,0.000718887691548461,513.406947760536,664.560186903769,"2015-06-19",170,2015,"Yukon","2015-06-19",0.0034,0.9966,0,"Middle"
333,"2015_yk_333_1",0.710304683864174,0.00169965357448143,554.324438077764,662.076195706468,"2015-06-19",170,2015,"Yukon","2015-06-19",5e-04,0.9322,0.0674,"Middle"
333,"2015_yk_333_2",0.71053235544575,0.0017736420034175,476.216832013487,581.409951145156,"2015-06-19",170,2015,"Yukon","2015-06-19",5e-04,0.9322,0.0674,"Middle"
338,"2015_yk_338",0.709076893112788,0.0010451995633979,423.954642465808,472.798364700223,"2015-06-20",171,2015,"Yukon","2015-06-20",0,0,1,"Upper"
342,"2015_yk_342",0.713907643152875,0.000892939711651538,493.610089243472,576.740768474988,"2015-06-20",171,2015,"Yukon","2015-06-20",0,1,0,"Middle"
348,"2015_yk_348",0.715496245236602,0.00112470559161661,417.037111245812,568.458001298254,"2015-06-21",172,2015,"Yukon","2015-06-21",0,0.0014,0.9985,"Upper"
349,"2015_yk_349",0.710844333140387,0.00113322537355884,486.188137454956,795.706123203091,"2015-06-21",172,2015,"Yukon","2015-06-21",0,0.0032,0.9968,"Upper"
357,"2015_yk_357",0.711486128128333,0.00114766233234874,526.471911280829,693.38709337609,"2015-06-21",172,2015,"Yukon","2015-06-21",0,0,1,"Upper"
361,"2015_yk_361",0.715010257897343,0.00124341585803017,596.275999082096,797.217756425051,"2015-06-22",173,2015,"Yukon","2015-06-22",0,2e-04,0.9998,"Upper"
363,"2015_yk_363",0.710167775261939,0.00103206454659231,522.065378231788,682.332652086889,"2015-06-22",173,2015,"Yukon","2015-06-22",2e-04,7e-04,0.9991,"Upper"
366,"2015_yk_366",0.721827457892087,0.00109898477191714,472.725737535968,616.906004525725,"2015-06-23",174,2015,"Yukon","2015-06-23",0.1185,0.0122,0.8693,"Upper"
367,"2015_yk_367",0.718751042969793,0.00107128150054364,494.958374461011,624.570627383468,"2015-06-23",174,2015,"Yukon","2015-06-23",0.9972,0.0028,0,"Lower"
375,"2015_yk_375",0.707717299223054,0.00064421599074366,691.993785530236,833.260750269036,"2015-06-24",175,2015,"Yukon","2015-06-24",0.9999,1e-04,0,"Lower"
376,"2015_yk_376",0.707710321004567,0.000442417510641762,380.209744593862,503.717556375917,"2015-06-24",175,2015,"Yukon","2015-06-24",0.9978,0.0022,0,"Lower"
377,"2015_yk_377",0.707225784562693,0.000718025282071891,351.390492305251,414.08345564416,"2015-06-24",175,2015,"Yukon","2015-06-24",0.9998,2e-04,0,"Lower"
379,"2015_yk_379a",0.707086321686754,0.000657935607271618,519.932268167718,649.271788448271,"2015-06-24",175,2015,"Yukon","2015-06-24",0.9999,1e-04,0,"Lower"
379,"2015_yk_379b",0.7072434170741,0.000775159223205883,430.341525906012,625.247442716963,"2015-06-24",175,2015,"Yukon","2015-06-24",0.9999,1e-04,0,"Lower"
380,"2015_yk_380",0.707034610586315,0.000648639326519127,636.394988266062,706.688476001495,"2015-06-24",175,2015,"Yukon","2015-06-24",1,0,0,"Lower"
389,"2015_yk_389",0.714076715366526,0.00138072556382211,734.289485910289,887.858590795508,"2015-06-25",176,2015,"Yukon","2015-06-25",0,0,1,"Upper"
390,"2015_yk_390",0.707661649151447,0.000798822276862498,472.905371943009,591.402138878,"2015-06-25",176,2015,"Yukon","2015-06-25",0.0287,0.9712,0,"Middle"
394,"2015_yk_394",0.707728238007804,0.000617479668572547,516.368188038757,687.450591318976,"2015-06-25",176,2015,"Yukon","2015-06-25",1,0,0,"Lower"
395,"2015_yk_395",0.707183688392573,0.000802873623627645,438.82627195894,602.934289328723,"2015-06-25",176,2015,"Yukon","2015-06-25",1,0,0,"Lower"
396,"2015_yk_396b",0.707600269411468,0.000420784310921347,415.816703944155,521.187282970146,"2015-06-25",176,2015,"Yukon","2015-06-25",0.9975,0.0025,0,"Lower"
397,"2015_yk_397",0.7077035312836,0.000600123931469499,519.786736538466,711.189653032913,"2015-06-25",176,2015,"Yukon","2015-06-25",0.4873,0.5127,0,"Middle"
398,"2015_yk_398_1",0.713816976847314,0.00129234165668134,498.994537119042,613.248730736298,"2015-06-25",176,2015,"Yukon","2015-06-25",0.9996,4e-04,0,"Lower"
400,"2015_yk_400",0.722274553158792,0.00109217453432147,579.240687609488,719.411100148666,"2015-06-25",176,2015,"Yukon","2015-06-25",0,1,0,"Middle"
402,"2015_yk_402",0.707121739538735,0.000629436151435602,652.51170018262,755.018959388762,"2015-06-25",176,2015,"Yukon","2015-06-25",1,0,0,"Lower"
404,"2015_yk_404",0.706830769511715,0.000502905075225768,607.101743391607,650.877536542218,"2015-06-25",176,2015,"Yukon","2015-06-25",0.9736,0.0264,0,"Lower"
405,"2015_yk_405",0.716445353179332,0.00124838496233308,522.527052235002,666.794081600719,"2015-06-25",176,2015,"Yukon","2015-06-25",0.178,0.4102,0.4118,"Upper"
416,"2015_yk_416",0.70677906571558,0.000663216629857277,518.882670063754,664.594369799609,"2015-06-25",176,2015,"Yukon","2015-06-25",0.9667,0.0333,0,"Lower"
417,"2015_yk_417",0.723106604325891,0.00157201024884597,822.635939946925,940.938126056849,"2015-06-25",176,2015,"Yukon","2015-06-25",0,4e-04,0.9996,"Upper"
422,"2015_yk_422",0.707837930462833,0.000431607758848226,491.078899706513,655.249428511014,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9873,0.0127,0,"Lower"
423,"2015_yk_423",0.706957320929441,0.000611508755507423,426.273323804655,580.297658431017,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9997,3e-04,0,"Lower"
424,"2015_yk_424",0.722296642849192,0.00096527394760009,464.382148588381,622.887725424006,"2015-06-26",177,2015,"Yukon","2015-06-26",0,1,0,"Middle"
425,"2015_yk_425",0.70775834861577,0.000422675471398607,488.870045805307,672.21926757183,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9865,0.0135,0,"Lower"
426,"2015_yk_426",0.713807874740162,0.000987213298680845,379.562809042335,515.685295880513,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9137,0.0863,0,"Lower"
427,"2015_yk_427",0.718483227060368,0.000849534033133179,586.09837224819,664.083287839486,"2015-06-26",177,2015,"Yukon","2015-06-26",1,0,0,"Lower"
430,"2015_yk_430",0.711429208928945,0.000898857486391578,454.340631817205,629.981844696432,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9949,0.0051,0,"Lower"
431,"2015_yk_431",0.707821354256552,0.0004673826766922,499.182248372085,655.829063197578,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9999,1e-04,0,"Lower"
433,"2015_yk_433",0.712557176911212,0.00114353340593901,494.467452914545,670.622928236957,"2015-06-26",177,2015,"Yukon","2015-06-26",0.0014,0.9746,0.0239,"Middle"
436,"2015_yk_436",0.70627540773582,0.00139437152751884,708.322845047137,940.299389611656,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9994,6e-04,0,"Lower"
437,"2015_yk_437",0.707212559622513,0.00100688701897031,665.980985325147,854.222474090199,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9998,2e-04,0,"Lower"
438,"2015_yk_438",0.70728363298357,0.00113349075998754,750.019163032436,852.428950931945,"2015-06-26",177,2015,"Yukon","2015-06-26",0.9968,0.0032,0,"Lower"
444,"2015_yk_444",0.70637587968433,0.000661036505079319,469.77986824672,526.743052737564,"2015-06-26",177,2015,"Yukon","2015-06-26",NA,NA,NA,NA
450,"2015_yk_450",0.707400886044464,0.000627235573489204,590.742068722951,694.531644453686,"2015-06-27",178,2015,"Yukon","2015-06-27",0.9947,0.0053,0,"Lower"
451,"2015_yk_451",0.707835170508504,0.000552831582103039,582.904459439751,648.195006383765,"2015-06-27",178,2015,"Yukon","2015-06-27",1,0,0,"Lower"
454,"2015_yk_454",0.707559581681119,0.000553186848755811,458.589527797602,681.020891871181,"2015-06-27",178,2015,"Yukon","2015-06-27",1,0,0,"Lower"
457,"2015_yk_457_1",0.710763041695187,0.00123732797924624,443.602933418775,742.75876526416,"2015-06-27",178,2015,"Yukon","2015-06-27",0,0,1,"Upper"
458,"2015_yk_458",0.722387317000704,0.00084291056907053,505.266193705308,667.976528642973,"2015-06-27",178,2015,"Yukon","2015-06-27",0,1,0,"Middle"
460,"2015_yk_460",0.70631411875945,0.000680309660401694,837.023019737301,1023.12544412801,"2015-06-27",178,2015,"Yukon","2015-06-27",1,0,0,"Lower"
461,"2015_yk_461",0.706468052946721,0.000663416483525101,944.033278647708,1013.38959579986,"2015-06-27",178,2015,"Yukon","2015-06-27",1,0,0,"Lower"
462,"2015_yk_462",0.70714243506728,0.000693843953973355,661.348167490308,757.596997366846,"2015-06-27",178,2015,"Yukon","2015-06-27",1,0,0,"Lower"
464,"2015_yk_464",0.707570364473678,0.0011886005058685,450.024591961691,531.936957783905,"2015-06-27",178,2015,"Yukon","2015-06-27",0,0,1,"Upper"
474,"2015_yk_474",0.706354985329657,0.000733384473200171,629.724495170263,797.237997022138,"2015-06-27",178,2015,"Yukon","2015-06-27",1,0,0,"Lower"
476,"2015_yk_476",0.707842414404691,0.000827207076982169,460.747380762677,527.809253858218,"2015-06-27",178,2015,"Yukon","2015-06-27",0.9987,0.0013,0,"Lower"
479,"2015_yk_479",0.708393909951971,0.00106707149098568,595.586809222514,770.640533727191,"2015-06-28",179,2015,"Yukon","2015-06-28",0.9905,0.0095,0,"Lower"
483,"2015_yk_483",0.706242696037429,0.000494114760304309,539.038250160436,715.53783615332,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
486,"2015_yk_486",0.704947390074305,0.00059561524386596,560.456812319962,735.622635506434,"2015-06-28",179,2015,"Yukon","2015-06-28",0.9941,0.0059,0,"Lower"
487,"2015_yk_487",0.707604136636925,0.000593440143624592,611.19944666175,765.557260951521,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
