"OtoNum","Fish_id","natal_iso","natal_isose","natal_start","natal_end","Date","DOY","Year","Watershed","OriginalDate","Lower","Middle","Upper","genetic_group"
489,"2015_yk_489",0.707746911032283,0.00140398051464066,1009.47923831037,1325.35523419824,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
489,"2015_yk_489c",0.707871727475548,0.000619507494265376,601.556444217173,772.512789357109,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
490,"2015_yk_490",0.717863644314592,0.00130307204989531,567.21257285369,707.541810411986,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
491,"2015_yk_491",0.707087875157468,0.000542685009759727,720.460841077098,854.320136793034,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
492,"2015_yk_492",0.714816926932094,0.00113598764552379,568.116809498712,708.829102835548,"2015-06-28",179,2015,"Yukon","2015-06-28",0,0.0045,0.9955,"Upper"
493,"2015_yk_493a",0.708448094743339,0.00129758173629199,279.302292495851,466.549503801994,"2015-06-28",179,2015,"Yukon","2015-06-28",0.9999,1e-04,0,"Lower"
494,"2015_yk_494",0.706926669247706,0.000531551882608391,656.438045582844,864.855677373028,"2015-06-28",179,2015,"Yukon","2015-06-28",0.9992,8e-04,0,"Lower"
497,"2015_yk_497",0.706340295427959,0.000582058873145088,583.527783787387,742.578480816538,"2015-06-28",179,2015,"Yukon","2015-06-28",0.9912,0.0088,0,"Lower"
508,"2015_yk_508",0.707065867271931,0.000545921460768252,645.675775241086,799.896755668234,"2015-06-28",179,2015,"Yukon","2015-06-28",1,0,0,"Lower"
514,"2015_yk_514",0.707228962114532,0.000512736229690803,756.963051434284,811.476807370271,"2015-06-29",180,2015,"Yukon","2015-06-29",0.9295,0.0705,0,"Lower"
521,"2015_yk_521",0.707106941358212,0.000728989987336091,755.506703088436,836.974954416157,"2015-06-29",180,2015,"Yukon","2015-06-29",0.994,0.006,0,"Lower"
523,"2015_yk_523",0.717586331867673,0.00121271446415406,511.342548431731,559.243055436969,"2015-06-29",180,2015,"Yukon","2015-06-29",6e-04,0.0073,0.9921,"Upper"
524,"2015_yk_524",0.715161516736209,0.0012032487514401,627.997522507557,780.106600505107,"2015-06-29",180,2015,"Yukon","2015-06-29",0,0.1861,0.8139,"Upper"
526,"2015_yk_526",0.71052083909962,0.000884442852658051,552.633838057145,724.015913285121,"2015-06-30",181,2015,"Yukon","2015-06-30",0,0,1,"Upper"
530,"2015_yk_530_2",0.711276940504019,0.00125611131297294,448.427225278378,505.136089363632,"2015-06-30",181,2015,"Yukon","2015-06-30",2e-04,2e-04,0.9996,"Upper"
534,"2015_yk_534",0.711254126488408,0.00136121224390161,809.098517369804,1016.0075480322,"2015-06-30",181,2015,"Yukon","2015-06-30",0,1e-04,0.9999,"Upper"
535,"2015_yk_535",0.707002178894349,0.000604289997589383,588.478752754834,717.966021769659,"2015-06-30",181,2015,"Yukon","2015-06-30",0.979,0.021,0,"Lower"
537,"2015_yk_537",0.706483709122978,0.000563103498302097,832.398841753558,1028.62321494714,"2015-07-01",182,2015,"Yukon","2015-07-01",1,0,0,"Lower"
541,"2015_yk_541",0.707651351419895,0.00038495927393669,396.715395181728,520.891836082286,"2015-07-01",182,2015,"Yukon","2015-07-01",1,0,0,"Lower"
543,"2015_yk_543",0.707125197899969,0.000509792682026572,515.149827304992,697.739878281872,"2015-07-01",182,2015,"Yukon","2015-07-01",0.9998,2e-04,0,"Lower"
545,"2015_yk_545",0.709655788751097,0.000803128410683329,409.898293647489,725.235809546764,"2015-07-01",182,2015,"Yukon","2015-07-01",0,0,1,"Upper"
546,"2015_yk_546",0.706927318218974,0.000646705026276056,655.678947272639,828.497154669269,"2015-07-01",182,2015,"Yukon","2015-07-01",0.9992,8e-04,0,"Lower"
550,"2015_yk_550",0.707062065350164,0.000522740552936111,462.232985534619,558.944381103771,"2015-07-01",182,2015,"Yukon","2015-07-01",0.9999,1e-04,0,"Lower"
551,"2015_yk_551",0.706242854199008,0.000577253349303352,583.457731889935,769.15554349145,"2015-07-01",182,2015,"Yukon","2015-07-01",0.9996,4e-04,0,"Lower"
554,"2015_yk_554",0.707734887346583,0.000415453220852771,603.32348928527,844.10589180825,"2015-07-01",182,2015,"Yukon","2015-07-01",0.998,0.002,0,"Lower"
555,"2015_yk_555",0.707874262625584,0.000372718700348766,679.978388813166,847.574177999284,"2015-07-01",182,2015,"Yukon","2015-07-01",1,0,0,"Lower"
558,"2015_yk_558",0.707229849418789,0.000846871421351301,637.949936811106,719.566860824498,"2015-07-02",183,2015,"Yukon","2015-07-02",0,2e-04,0.9998,"Upper"
559,"2015_yk_559",0.706046789703579,0.000430016141378094,397.869131160079,557.344088860587,"2015-07-02",183,2015,"Yukon","2015-07-02",1,0,0,"Lower"
561,"2015_yk_561",0.715865063155706,0.00115901206207327,453.995796116753,538.829028346258,"2015-07-02",183,2015,"Yukon","2015-07-02",0,0,1,"Upper"
563,"2015_yk_563",0.707520976420688,0.000555600167764895,637.733311669864,694.683115563338,"2015-07-02",183,2015,"Yukon","2015-07-02",1,0,0,"Lower"
566,"2015_yk_566",0.707387985277229,0.000434720873120876,495.519091792795,628.999255740651,"2015-07-02",183,2015,"Yukon","2015-07-02",1,0,0,"Lower"
568,"2015_yk_568",0.707093996097087,0.000528505446457871,519.815699707291,662.260034563274,"2015-07-02",183,2015,"Yukon","2015-07-02",1,0,0,"Lower"
571,"2015_yk_571",0.707246179638692,0.00068840198554075,576.529048213525,771.622388009186,"2015-07-02",183,2015,"Yukon","2015-07-02",1,0,0,"Lower"
573,"2015_yk_573",0.707713197623254,0.000379104949549008,646.711284078966,797.168153297834,"2015-07-02",183,2015,"Yukon","2015-07-02",0.997,0.003,0,"Lower"
576,"2015_yk_576",0.706230650147946,0.00061568339768698,617.550382004116,801.044163202793,"2015-07-02",183,2015,"Yukon","2015-07-02",0.9999,1e-04,0,"Lower"
578,"2015_yk_578",0.707510791202331,0.000549781120309859,496.168018675811,573.929399254219,"2015-07-02",183,2015,"Yukon","2015-07-02",0.9999,1e-04,0,"Lower"
582,"2015_yk_582",0.71149512644629,0.0013420222697563,605.254165674442,740.687746557088,"2015-07-03",184,2015,"Yukon","2015-07-03",0.0428,0.039,0.9182,"Upper"
585,"2015_yk_585",0.707326733406494,0.000506876077473597,477.1248715324,703.82651076777,"2015-07-03",184,2015,"Yukon","2015-07-03",1,0,0,"Lower"
587,"2015_yk_587",0.70500710556062,0.000655688936550172,542.879353310173,647.20204899819,"2015-07-03",184,2015,"Yukon","2015-07-03",1,0,0,"Lower"
588,"2015_yk_588",0.707972951422739,0.000432195321562062,571.400652458797,682.236387312567,"2015-07-03",184,2015,"Yukon","2015-07-03",0.9988,0.0012,0,"Lower"
592,"2015_yk_592",0.706170598245176,0.000567466435986878,694.387436723912,785.556726898462,"2015-07-03",184,2015,"Yukon","2015-07-03",0.9984,0.0016,0,"Lower"
593,"2015_yk_593",0.707844245576001,0.000515396142703849,492.668890976337,672.806017967767,"2015-07-03",184,2015,"Yukon","2015-07-03",0.9996,4e-04,0,"Lower"
594,"2015_yk_594",0.707168925832231,0.000549087341355483,596.186978789978,683.061831917053,"2015-07-03",184,2015,"Yukon","2015-07-03",1,0,0,"Lower"
595,"2015_yk_595",0.709939459253025,0.00131252086717492,583.88415080279,812.132150721923,"2015-07-03",184,2015,"Yukon","2015-07-03",0,0.0381,0.9618,"Upper"
598,"2015_yk_598",0.707921188098638,0.000745337421335845,564.850534630954,704.856778817623,"2015-07-04",185,2015,"Yukon","2015-07-04",0.9958,0.0042,0,"Lower"
599,"2015_yk_599",0.707682572864192,0.000510508883159698,882.041281206403,1109.68661991054,"2015-07-04",185,2015,"Yukon","2015-07-04",1,0,0,"Lower"
600,"2015_yk_600",0.706563966774471,0.00160283091612163,519.959633581299,640.946505196596,"2015-07-04",185,2015,"Yukon","2015-07-04",1,0,0,"Lower"
602,"2015_yk_602",0.707074185999814,0.000732196235549092,403.221973855567,634.020413594562,"2015-07-04",185,2015,"Yukon","2015-07-04",0.8354,0.164,7e-04,"Lower"
608,"2015_yk_608",0.7140641117574,0.000962013938904205,464.991069387895,589.56898386928,"2015-07-06",187,2015,"Yukon","2015-07-06",0.9999,1e-04,0,"Lower"
611,"2015_yk_611",0.710033122976589,0.000952459235757415,479.631970245748,583.057915441213,"2015-07-08",189,2015,"Yukon","2015-07-08",0,0,1,"Upper"
613,"2015_yk_613",0.707880642424494,0.000511166773074713,388.975433399852,507.088148247264,"2015-07-08",189,2015,"Yukon","2015-07-08",1,0,0,"Lower"
615,"2015_yk_615",0.706357728402068,0.000618934699667645,688.247778428885,821.51919615221,"2015-07-09",190,2015,"Yukon","2015-07-09",1,0,0,"Lower"
616,"2015_yk_616",0.705635631796352,0.000734955842267397,635.886215810362,775.250647732991,"2015-07-09",190,2015,"Yukon","2015-07-09",1,0,0,"Lower"
1,"2016_yk_001",0.72403581407618,0.000771914604612569,428.930341953486,565.489863369412,"2016-06-07",159,2016,"Yukon","2016-06-07",0,0.9033,0.0967,"Middle"
2,"2016_yk_002",0.717534654382813,0.000912307288402128,738.268479052074,804.610304577154,"2016-06-07",159,2016,"Yukon","2016-06-07",0.0136,0.0729,0.9135,"Upper"
3,"2016_yk_003",0.709323997613712,0.000777863052651098,129.419892555435,325.401171909524,"2016-06-08",160,2016,"Yukon","2016-06-08",0,0,1,"Upper"
4,"2016_yk_004",0.727175788243371,0.000844757441427834,361.396663838766,442.990060487315,"2016-06-09",161,2016,"Yukon","2016-06-09",0,7e-04,0.9993,"Upper"
5,"2016_yk_005",0.713777198652188,0.00118074863520898,194.290490795961,373.696070918193,"2016-06-09",161,2016,"Yukon","2016-06-09",0,0,1,"Upper"
6,"2016_yk_006",0.706441261828394,0.000850520235460892,655.280616372958,784.915060826911,"2016-06-09",161,2016,"Yukon","2016-06-09",0,0,1,"Upper"
7,"2016_yk_007",0.709914220780287,0.00150927036333199,198.608189989955,351.014579963014,"2016-06-09",161,2016,"Yukon","2016-06-09",0.0029,0.9938,0.0033,"Middle"
8,"2016_yk_008",0.713809727763997,0.00157004681829921,1575.81363905219,1775.18329308957,"2016-06-09",161,2016,"Yukon","2016-06-09",0,1e-04,0.9999,"Upper"
9,"2016_yk_009",0.714565801357135,0.000682601024807071,541.255272465203,608.769024586573,"2016-06-09",161,2016,"Yukon","2016-06-09",0,0,1,"Upper"
10,"2016_yk_010_redo",0.706065281887385,0.00141730289640659,835.423092347331,1021.67907078141,"2016-06-09",161,2016,"Yukon","2016-06-09",0,0,1,"Upper"
11,"2016_yk_011",0.713733724775469,0.000692153046788742,669.57340687743,872.153202033632,"2016-06-09",161,2016,"Yukon","2016-06-09",0.0627,0.2872,0.65,"Upper"
12,"2016_yk_012",0.725654607561557,0.000560185668457487,671.772849004254,805.029917651033,"2016-06-10",162,2016,"Yukon","2016-06-10",NA,NA,NA,NA
13,"2016_yk_013",0.722116919504785,0.000594136480239753,770.985786678301,846.174875429661,"2016-06-10",162,2016,"Yukon","2016-06-10",NA,NA,NA,NA
14,"2016_yk_014_redo",0.713484110967274,0.00151210889217744,622.616972025701,787.232828706653,"2016-06-10",162,2016,"Yukon","2016-06-10",NA,NA,NA,NA
15,"2016_yk_015_redo",0.719534650996466,0.00189791957824841,542.269525867296,724.688634703398,"2016-06-10",162,2016,"Yukon","2016-06-10",0,0,1,"Upper"
16,"2016_yk_016_redo",0.707092391403802,0.000917592832882387,644.344276703088,787.45727963938,"2016-06-10",162,2016,"Yukon","2016-06-10",NA,NA,NA,NA
17,"2016_yk_017_redo",0.713542282574912,0.00202724090794487,476.47945944103,624.561150175307,"2016-06-10",162,2016,"Yukon","2016-06-10",0.0038,0.0028,0.9934,"Upper"
18,"2016_yk_018",0.716198803896547,0.00113546623197001,683.313011128015,804.235835100243,"2016-06-11",163,2016,"Yukon","2016-06-11",NA,NA,NA,NA
19,"2016_yk_019",0.713778757783031,0.00099282107538286,536.802050455482,608.111105493809,"2016-06-11",163,2016,"Yukon","2016-06-11",0,0.0172,0.9828,"Upper"
20,"2016_yk_020",0.725215730820243,0.000707725481662664,649.724125394314,709.2249813646,"2016-06-12",164,2016,"Yukon","2016-06-12",NA,NA,NA,NA
21,"2016_yk_021_redo",0.723716743692676,0.0013036356257276,567.122257592079,664.231386408683,"2016-06-12",164,2016,"Yukon","2016-06-12",0.0021,0.962,0.0359,"Middle"
22,"2016_yk_022",0.721830347847099,0.000700745641244751,383.09548045373,604.170968113015,"2016-06-12",164,2016,"Yukon","2016-06-12",NA,NA,NA,NA
23,"2016_yk_023",0.71568979722849,0.00133862555503765,897.13205821116,986.605953228079,"2016-06-12",164,2016,"Yukon","2016-06-12",0,0.0378,0.9622,"Upper"
24,"2016_yk_024",0.712633832981405,0.00116107814473555,431.542222319261,495.229268308049,"2016-06-13",165,2016,"Yukon","2016-06-13",0.008,0.2135,0.7785,"Upper"
25,"2016_yk_025",0.711768077513193,0.00225722194081921,335.642047080824,618.136558342711,"2016-06-13",165,2016,"Yukon","2016-06-13",0.0017,0.0527,0.9456,"Upper"
26,"2016_yk_026",0.721330308626183,0.00111879872347994,608.677759297919,730.652385052608,"2016-06-13",165,2016,"Yukon","2016-06-13",0.0026,0.4304,0.5671,"Upper"
27,"2016_yk_027_redo",0.70925805281433,0.000829939353265335,1679.08174450958,1913.14162136797,"2016-06-13",165,2016,"Yukon","2016-06-13",2e-04,0.0519,0.9479,"Upper"
28,"2016_yk_028_redo",0.71449976068801,0.00209845461858302,534.636980837478,853.839535720453,"2016-06-13",165,2016,"Yukon","2016-06-13",0.0016,0.0104,0.988,"Upper"
29,"2016_yk_029",0.7158457666495,0.00129508665846609,503.705376237739,545.210592220888,"2016-06-13",165,2016,"Yukon","2016-06-13",0,0,1,"Upper"
30,"2016_yk_030_redo",0.707739164926355,0.00125832441797095,552.290362345215,663.273133488805,"2016-06-13",165,2016,"Yukon","2016-06-13",0.0011,0.018,0.9809,"Upper"
31,"2016_yk_031_redo",0.716701737692973,0.00140093126815916,576.601009341144,677.374774309372,"2016-06-13",165,2016,"Yukon","2016-06-13",4e-04,0.9976,0.002,"Middle"
32,"2016_yk_032",0.722899500707448,0.00102397341698078,590.821971161625,772.43929612428,"2016-06-13",165,2016,"Yukon","2016-06-13",0.007,0.8473,0.1457,"Middle"
33,"2016_yk_033",0.711794040341586,0.000775131740536797,696.841267005972,856.783432419978,"2016-06-13",165,2016,"Yukon","2016-06-13",7e-04,0.0647,0.9346,"Upper"
34,"2016_yk_034",0.718803756033858,0.00102240072988959,511.902447441233,648.973698782955,"2016-06-13",165,2016,"Yukon","2016-06-13",4e-04,0.3834,0.6162,"Upper"
35,"2016_yk_035_redo",0.707026484836414,0.000738601631125936,486.225383333242,571.080356250487,"2016-06-14",166,2016,"Yukon","2016-06-14",0.9952,0.0022,0.0026,"Lower"
37,"2016_yk_037",0.707175679970588,0.000708601604072346,620.486696298687,797.01243122936,"2016-06-14",166,2016,"Yukon","2016-06-14",0.5251,0.4535,0.0214,"Lower"
38,"2016_yk_038",0.705695083378036,0.000875776265889257,609.610281295327,747.992152130705,"2016-06-14",166,2016,"Yukon","2016-06-14",0.9683,0.0311,6e-04,"Lower"
40,"2016_yk_040",0.706541821574049,0.000703845177302112,515.185657457929,706.484423479002,"2016-06-14",166,2016,"Yukon","2016-06-14",NA,NA,NA,NA
41,"2016_yk_041",0.712283793637966,0.000816475415926916,503.401013931659,690.682622946516,"2016-06-14",166,2016,"Yukon","2016-06-14",NA,NA,NA,NA
42,"2016_yk_042_redo",0.707045099969851,0.000841424036672524,471.536323603958,635.670946321257,"2016-06-14",166,2016,"Yukon","2016-06-14",0.9976,0.0012,0.0012,"Lower"
43,"2016_yk_043",0.710065665632415,0.000825049477837061,302.262353265022,561.123718380226,"2016-06-14",166,2016,"Yukon","2016-06-14",0.3103,0.668,0.0217,"Middle"
44,"2016_yk_044_redo",0.70806672564205,0.00134906921674008,718.093808137294,881.188373273651,"2016-06-14",166,2016,"Yukon","2016-06-14",NA,NA,NA,NA
45,"2016_yk_045",0.707472013494923,0.000505804098820074,1850.26968180754,1992.51484391132,"2016-06-15",167,2016,"Yukon","2016-06-15",NA,NA,NA,NA
46,"2016_yk_046_redo",0.712432832468798,0.00147801023923837,1004.66286681539,1165.70056029012,"2016-06-15",167,2016,"Yukon","2016-06-15",0.8921,0.096,0.0119,"Lower"
47,"2016_yk_047",0.707376386669652,0.000583602167121571,450.82801280999,602.636923488249,"2016-06-15",167,2016,"Yukon","2016-06-15",0.6409,0.1787,0.1805,"Lower"
48,"2016_yk_048",0.714548274451341,0.00144193510769809,669.111076643703,828.029693150561,"2016-06-15",167,2016,"Yukon","2016-06-15",0.0086,0.0377,0.9537,"Upper"
49,"2016_yk_049",0.707888930801994,0.000718302408241744,347.960715547514,472.636156995256,"2016-06-15",167,2016,"Yukon","2016-06-15",0.8276,0.1701,0.0024,"Lower"
50,"2016_yk_050",0.707130098109873,0.000665609435395954,630.31035790581,770.390863294688,"2016-06-15",167,2016,"Yukon","2016-06-15",NA,NA,NA,NA
52,"2016_yk_052",0.724536438339587,0.00101103022566799,483.147596860486,608.540486569631,"2016-06-16",168,2016,"Yukon","2016-06-16",NA,NA,NA,NA
53,"2016_yk_053_redo",0.710182006496012,0.00267339793595177,515.457817038928,725.529967486292,"2016-06-16",168,2016,"Yukon","2016-06-16",0.9479,0.0284,0.0237,"Lower"
54,"2016_yk_054_redo",0.710308990985124,0.00251595302761208,604.236691175784,892.203159883581,"2016-06-16",168,2016,"Yukon","2016-06-16",0.1188,0.1511,0.7301,"Upper"
55,"2016_yk_055",0.705963920054658,0.000844365852491755,561.078942040843,644.181240379684,"2016-06-17",169,2016,"Yukon","2016-06-17",0.8912,0.1062,0.0026,"Lower"
56,"2016_yk_056",0.708228024598737,0.000640360195180621,416.648946729377,509.364564191855,"2016-06-17",169,2016,"Yukon","2016-06-17",0.9975,0.0021,4e-04,"Lower"
57,"2016_yk_057_redo",0.723569552571971,0.00124683076998079,537.862777312489,649.918205936687,"2016-06-17",169,2016,"Yukon","2016-06-17",0.4781,0.3775,0.1444,"Lower"
58,"2016_yk_058_redo",0.70679443873281,0.00178428372121168,510.818533535752,690.236147290061,"2016-06-18",170,2016,"Yukon","2016-06-18",0.817,0.0142,0.1688,"Lower"
59,"2016_yk_059",0.71021173779706,0.00111171414091702,412.923340560626,588.508726737847,"2016-06-18",170,2016,"Yukon","2016-06-18",0.095,0.1414,0.7636,"Upper"
60,"2016_yk_060_redo",0.706813649722259,0.00156089138910875,400.538174145033,636.490559503505,"2016-06-18",170,2016,"Yukon","2016-06-18",0,0,1,"Upper"
61,"2016_yk_061",0.708320894872373,0.00136397276674452,257.963168689411,395.44427596622,"2016-06-18",170,2016,"Yukon","2016-06-18",1e-04,0.064,0.936,"Upper"
62,"2016_yk_062_redo",0.710996704475679,0.00205481169185295,249.763848897328,530.740575177159,"2016-06-18",170,2016,"Yukon","2016-06-18",NA,NA,NA,NA
63,"2016_yk_063",0.713325108489385,0.00145125348137293,378.704712206274,512.611986603296,"2016-06-18",170,2016,"Yukon","2016-06-18",NA,NA,NA,NA
64,"2016_yk_064",0.709095811652949,0.000553288263745892,268.975916673652,477.895643691609,"2016-06-18",170,2016,"Yukon","2016-06-18",0.9999,1e-04,0,"Lower"
65,"2016_yk_065",0.72313027850704,0.00121810120634744,593.385398272113,750.183112172191,"2016-06-19",171,2016,"Yukon","2016-06-19",0.0142,0.9841,0.0017,"Middle"
67,"2016_yk_067_redo",0.707146172329321,0.00105845557473401,366.595577755474,434.304378243583,"2016-06-19",171,2016,"Yukon","2016-06-19",NA,NA,NA,NA
68,"2016_yk_068",0.709820705752568,0.000876232594027877,340.012481871317,628.874882873741,"2016-06-19",171,2016,"Yukon","2016-06-19",5e-04,0.0026,0.9969,"Upper"
69,"2016_yk_069",0.726031416645969,0.00102873547141927,644.078564739949,751.436151343462,"2016-06-19",171,2016,"Yukon","2016-06-19",NA,NA,NA,NA
70,"2016_yk_070",0.716735127275302,0.00136699889697279,575.101267974056,646.321122740564,"2016-06-19",171,2016,"Yukon","2016-06-19",0.0092,0.1223,0.8685,"Upper"
71,"2016_yk_071",0.713836758151866,0.00162829458446674,468.507977557718,660.417002345954,"2016-06-19",171,2016,"Yukon","2016-06-19",0.0039,0.0341,0.962,"Upper"
72,"2016_yk_072",0.706636785262569,0.000796079572361242,489.604109725354,639.318216640872,"2016-06-20",172,2016,"Yukon","2016-06-20",NA,NA,NA,NA
73,"2016_yk_073",0.707210395305062,0.000673350535639332,637.142812116739,713.775830963923,"2016-06-20",172,2016,"Yukon","2016-06-20",0.9824,0.0066,0.011,"Lower"
74,"2016_yk_074_redo",0.70655618724128,0.000994690997713757,524.611431828525,647.710011064389,"2016-06-20",172,2016,"Yukon","2016-06-20",0.9651,0.0348,1e-04,"Lower"
75,"2016_yk_075",0.709281220863662,0.00122942127203205,417.004975192499,613.438244891862,"2016-06-20",172,2016,"Yukon","2016-06-20",0.0028,0.9958,0.0014,"Middle"
76,"2016_yk_076",0.714806401013675,0.00135592090530679,642.547137036047,768.534422491347,"2016-06-20",172,2016,"Yukon","2016-06-20",NA,NA,NA,NA
77,"2016_yk_077",0.706226209664294,0.00133282376973562,541.007688531551,754.442437644561,"2016-06-20",172,2016,"Yukon","2016-06-20",0.9693,0.0245,0.0062,"Lower"
78,"2016_yk_078_redo",0.739907910756687,0.0013581171943222,494.433080526812,645.95785945193,"2016-06-20",172,2016,"Yukon","2016-06-20",0.2705,0.6996,0.03,"Middle"
79,"2016_yk_079",0.706475161707016,0.000790874618241341,478.00675365259,699.870010067111,"2016-06-20",172,2016,"Yukon","2016-06-20",0.9782,0.0149,0.0068,"Lower"
80,"2016_yk_080",0.707353716496213,0.000543573690813588,1823.25372567207,1942.16627073665,"2016-06-21",173,2016,"Yukon","2016-06-21",0.4296,0.5455,0.0249,"Middle"
81,"2016_yk_081",0.710623606802886,0.00108937874771528,308.416209037494,492.504508433715,"2016-06-21",173,2016,"Yukon","2016-06-21",0.7625,0.2047,0.0327,"Lower"
82,"2016_yk_082_redo",0.709584309814929,0.00151464744260661,463.899916069884,704.549314119171,"2016-06-21",173,2016,"Yukon","2016-06-21",NA,NA,NA,NA
83,"2016_yk_083_redo",0.712679836578152,0.00176474293707376,332.004928431787,422.313073638484,"2016-06-21",173,2016,"Yukon","2016-06-21",1e-04,0.0129,0.987,"Upper"
84,"2016_yk_084",0.712034005048729,0.00154572919037975,545.518678722579,672.001675235442,"2016-06-21",173,2016,"Yukon","2016-06-21",0,0.0089,0.9911,"Upper"
85,"2016_yk_085_redo",0.712134997782421,0.00083792325520348,383.256006579202,537.761803374082,"2016-06-21",173,2016,"Yukon","2016-06-21",0.4325,0.063,0.5045,"Upper"
86,"2016_yk_086",0.707519829573447,0.000582659948346807,461.064138182642,624.489233017097,"2016-06-21",173,2016,"Yukon","2016-06-21",0.7663,0.0734,0.1603,"Lower"
87,"2016_yk_087",0.708771851772916,0.00123093391159788,596.250826213115,720.280125070379,"2016-06-22",174,2016,"Yukon","2016-06-22",0.0042,0.7169,0.2789,"Middle"
88,"2016_yk_088_redo",0.712833565041721,0.00170151230463255,610.593616019048,728.093595241631,"2016-06-22",174,2016,"Yukon","2016-06-22",0.0704,0.8826,0.047,"Middle"
89,"2016_yk_089_redo",0.707220026058153,0.00127116872403545,1259.42654061986,1373.71082388328,"2016-06-22",174,2016,"Yukon","2016-06-22",0.7409,0.0745,0.1847,"Lower"
90,"2016_yk_090",0.717525739030062,0.00199709526439164,461.248062690633,687.131303625289,"2016-06-22",174,2016,"Yukon","2016-06-22",0.0016,0.1741,0.8243,"Upper"
91,"2016_yk_091",0.707133653129567,0.000958554655992263,740.248960068265,913.9067943839,"2016-06-22",174,2016,"Yukon","2016-06-22",0.0447,0.9037,0.0516,"Middle"
92,"2016_yk_092",0.739566763955406,0.00160083516065784,754.639622945344,938.716322855327,"2016-06-22",174,2016,"Yukon","2016-06-22",0.1506,0.6661,0.1832,"Middle"
93,"2016_yk_093",0.707792256280387,0.00049136152463229,592.585014979537,724.520443507538,"2016-06-22",174,2016,"Yukon","2016-06-22",NA,NA,NA,NA
94,"2016_yk_094",0.714896558941161,0.00145331544736982,728.949302782525,893.775441896358,"2016-06-22",174,2016,"Yukon","2016-06-22",0,0.0113,0.9887,"Upper"
95,"2016_yk_095_redo",0.726241998506117,0.00113510564510526,1439.53270552528,1549.51429740433,"2016-06-23",175,2016,"Yukon","2016-06-23",7e-04,0.0542,0.9451,"Upper"
96,"2016_yk_096_redo",0.707235209351646,0.000637742956842448,725.612469272842,880.080027838131,"2016-06-23",175,2016,"Yukon","2016-06-23",NA,NA,NA,NA
97,"2016_yk_097",0.707810299334092,0.000664139615004137,559.795339463621,766.379161497421,"2016-06-23",175,2016,"Yukon","2016-06-23",NA,NA,NA,NA
98,"2016_yk_098_redo",0.711195790230399,0.00168451216288899,682.85019025857,817.11813965958,"2016-06-23",175,2016,"Yukon","2016-06-23",0,2e-04,0.9998,"Upper"
99,"2016_yk_099",0.716649298310964,0.000614694972190159,1629.00137636128,1696.25584322978,"2016-06-24",176,2016,"Yukon","2016-06-24",NA,NA,NA,NA
100,"2016_yk_100",0.710574519285691,0.00121853321736333,374.355475808953,538.913429680237,"2016-06-24",176,2016,"Yukon","2016-06-24",0.0082,0.151,0.8408,"Upper"
101,"2016_yk_101",0.716780562998337,0.00128197412687585,635.436657845593,773.326719369978,"2016-06-03",155,2016,"Yukon","2016-06-03",1e-04,0.9767,0.0232,"Middle"
102,"2016_yk_102a",0.720015984447761,0.00121999343838304,643.729730958335,761.494227447731,"2016-06-03",155,2016,"Yukon","2016-06-03",0.088,0.4914,0.4206,"Middle"
103,"2016_yk_103b",0.719561902299643,0.000894340673092479,440.359839837993,682.307534318299,"2016-06-04",156,2016,"Yukon","2016-06-04",0,0,1,"Upper"
104,"2016_yk_104_redo",0.715795537425159,0.00140268777469364,573.464741555294,685.59827746855,"2016-06-04",156,2016,"Yukon","2016-06-04",0,0.0069,0.9931,"Upper"
105,"2016_yk_105",0.712253015523561,0.00104900235149374,704.398563703327,897.552869036579,"2016-06-04",156,2016,"Yukon","2016-06-04",NA,NA,NA,NA
107,"2016_yk_107",0.709914264948509,0.000769108295453064,224.834836736256,507.266307796058,"2016-06-06",158,2016,"Yukon","2016-06-06",0,9e-04,0.9991,"Upper"
108,"2016_yk_108",0.721463861077619,0.000915436674244508,526.281459688754,601.223346913076,"2016-06-06",158,2016,"Yukon","2016-06-06",1e-04,0.1842,0.8158,"Upper"
109,"2016_yk_109",0.715978086399943,0.0010925735323259,657.459018701679,774.26161499294,"2016-06-07",159,2016,"Yukon","2016-06-07",0,0.0128,0.9872,"Upper"
110,"2016_yk_110_redo",0.713264679242414,0.00145797563455693,461.7455382953,653.365689122009,"2016-06-07",159,2016,"Yukon","2016-06-07",0,0.0021,0.9979,"Upper"
111,"2016_yk_111",0.72192996416326,0.000949045371092558,562.7145935781,674.766877427958,"2016-06-07",159,2016,"Yukon","2016-06-07",NA,NA,NA,NA
112,"2016_yk_112",0.715574308452978,0.00128588108747948,683.972425536281,738.61206706741,"2016-06-08",160,2016,"Yukon","2016-06-08",0,0.1325,0.8675,"Upper"
113,"2016_yk_113_redo",0.713257430552534,0.00162404829262194,614.778835961745,725.612572631465,"2016-06-08",160,2016,"Yukon","2016-06-08",0.0383,0.2117,0.75,"Upper"
114,"2016_yk_114",0.716335562916479,0.00156606140495171,598.82019959769,733.319014397085,"2016-06-08",160,2016,"Yukon","2016-06-08",NA,NA,NA,NA
